from 20200130-500KHABSM-4p78125mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-6p750mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-5p625mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-4p064mgml (Second Difference),,,,,,,,,,,,,,,from 20200130-500KHABSM-3p450mgml (Second Difference),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.21,2.248,26.36,1063.77,Compound,None,,,,1,4.3199 .. 4.1667,2.94,1080.0218,,1,4.21,2.997,27.6,1484.93,Compound,None,,,,1,4.3199 .. 4.1667,3.13,1566.4307,,1,4.2,2.4449,15.57,683.61,Compound,None,,,,1,4.3199 .. 4.1667,2.57,1191.2988,,1,4.21,1.9907,26.57,949.73,Compound,None,,,,1,4.3199 .. 4.1667,2.97,955.4773,,1,4.21,1.795,13.21,425.76,Compound,None,,,,1,4.3199 .. 4.1667,2.95,855.941
2,4.13,2.0491,24.64,906.49,Compound,None,,,,2,4.1667 .. 4.0025,2.65,971.8871,,2,4.13,2.7717,2.62,130.62,Compound,None,,,,2,4.1667 .. 4.0025,2.81,1403.3096,,2,4.13,2.2082,24.98,990.34,Compound,None,,,,2,4.1667 .. 4.0025,2.13,985.1392,,2,4.13,1.8041,8.84,286.23,Compound,None,,,,2,4.1667 .. 4.0025,2.65,853.6888,,2,4.12,1.6387,24.14,710.16,Compound,None,,,,2,4.1667 .. 4.0025,2.76,801.0493
3,3.51,10.6944,27.21,5223.75,Compound,None,,,,3,3.5985 .. 3.4369,12.04,4420.6245,,3,3.51,13.7335,27.78,6848.73,Compound,None,,,,3,3.5985 .. 3.4369,11.95,5970.3502,,3,3.51,12.0648,27.3,5912.81,Compound,None,,,,3,3.5985 .. 3.4369,10.84,5016.1853,,3,3.51,9.3967,27.2,4588.95,Compound,None,,,,3,3.5985 .. 3.4369,11.87,3824.0862,,3,3.51,8.3237,27.13,4054.32,Compound,None,,,,3,3.5985 .. 3.4369,11.87,3449.1903
4,3.19,12.8725,27.94,6456.43,Compound,None,,,,4,3.2205 .. 3.1641,10.29,3775.9526,,4,3.19,16.3225,30.02,8798.62,Compound,None,,,,4,3.2205 .. 3.1641,9.85,4921.5688,,4,3.19,14.3914,28.3,7311.27,Compound,None,,,,4,3.2205 .. 3.1641,9.2,4259.251,,4,3.19,11.3773,27.29,5574.93,Compound,None,,,,4,3.2205 .. 3.1641,10.29,3314.8713,,4,3.19,10.076,26.92,4870.02,Compound,None,,,,4,3.2205 .. 3.1641,10.05,2919.7528
5,3.01,5.5652,33.3,3326.75,Compound,None,,,,5,3.0701 .. 2.9498,7.26,2665.9902,,5,3.01,6.8337,33.72,4136.56,Compound,None,,,,5,3.0701 .. 2.9498,6.63,3311.1494,,5,3.01,5.9927,32.86,3535.51,Compound,None,,,,5,3.0701 .. 2.9498,6.11,2828.4308,,5,3.01,4.9462,33.25,2952.6,Compound,None,,,,5,3.0701 .. 2.9498,7.35,2366.375,,5,3.01,4.465,32.81,2630.44,Compound,None,,,,5,3.0701 .. 2.9498,7.27,2111.6201
6,1.69,66.3391,4.4,5240.54,Compound,None,,,,6,1.7148 .. 1.6698,13.81,5068.3405,,6,1.69,83.3925,4.7,7038.97,Compound,None,,,,6,1.7148 .. 1.6698,13.63,6808.0268,,6,1.69,75.829,4.58,6233.46,Compound,None,,,,6,1.7148 .. 1.6698,13.21,6110.801,,6,1.69,58.8856,4.38,4632.16,Compound,None,,,,6,1.7148 .. 1.6698,13.89,4472.9685,,6,1.69,51.8585,4.24,3946.05,Compound,None,,,,6,1.7148 .. 1.6698,13.17,3826.6553
7,0.84,13.2793,1.98,472.37,Compound,None,,,,7,0.8491 .. 0.8417,1.01,370.603,,7,0.85,17.6045,2.09,661.76,Compound,None,,,,7,0.8491 .. 0.8417,1.01,503.0105,,7,0.84,15.3921,1.96,542.06,Compound,None,,,,7,0.8491 .. 0.8417,0.93,432.6635,,7,0.84,11.3289,2.02,410.11,Compound,None,,,,7,0.8491 .. 0.8417,0.99,317.6395,,7,0.84,9.8898,1.95,346.41,Compound,None,,,,7,0.8491 .. 0.8417,0.94,274.0507
conc (um),9.5625,time(s),1.75,irrad (t/f),TRUE,,,,,,,,,,conc (um),13.5,time(s),1.75,irrad (t/f),TRUE,,,,,,,,,,conc (um),11.25,time(s),1.75,irrad (t/f),TRUE,,,,,,,,,,conc (um),8.128,time(s),1.75,irrad (t/f),TRUE,,,,,,,,,,conc (um),6.9,time(s),1.75,irrad (t/f),TRUE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,1.7124,23.02,707.55,Compound,None,,,,1,4.3199 .. 4.1667,2.16,760.8093,,1,4.21,2.1316,22.53,862.37,Compound,None,,,,1,4.3199 .. 4.1667,2.18,941.7224,,1,4.2,1.9337,18.2,631.8,Compound,None,,,,1,4.3199 .. 4.1667,2.09,955.3164,,1,4.21,1.477,22.85,605.99,Compound,None,,,,1,4.3199 .. 4.1667,2.14,652.0912,,1,4.21,1.3626,3.24,79.19,Compound,None,,,,1,4.3199 .. 4.1667,2.17,607.6678
2,4.13,1.5639,22.07,619.61,Compound,None,,,,2,4.1667 .. 4.0025,1.99,701.7075,,2,4.13,1.9854,28.09,1001.43,Compound,None,,,,2,4.1667 .. 4.0025,1.85,796.4335,,2,4.13,1.8258,23.45,768.61,Compound,None,,,,2,4.1667 .. 4.0025,1.85,845.3462,,2,4.13,1.3367,8.49,203.67,Compound,None,,,,2,4.1667 .. 4.0025,1.95,593.0925,,2,4.12,1.2367,2.8,62.16,Compound,None,,,,2,4.1667 .. 4.0025,2.09,584.9601
3,3.51,6.9266,26.62,3310.15,Compound,None,,,,3,3.5985 .. 3.4369,8.05,2841.1035,,3,3.51,8.5549,26.66,4093.97,Compound,None,,,,3,3.5985 .. 3.4369,8.18,3524.61,,3,3.51,7.7069,26.87,3717.73,Compound,None,,,,3,3.5985 .. 3.4369,7.08,3239.3042,,3,3.51,6.029,26.6,2879.64,Compound,None,,,,3,3.5985 .. 3.4369,7.93,2411.2128,,3,3.51,5.4881,26.77,2637.81,Compound,None,,,,3,3.5985 .. 3.4369,8.17,2284.4856
4,3.19,8.4466,26.53,4022.47,Compound,None,,,,4,3.2205 .. 3.1641,6.86,2423.0796,,4,3.19,10.3996,27.51,5135.92,Compound,None,,,,4,3.2205 .. 3.1641,7.03,3028.5061,,4,3.19,9.3128,27.03,4519.51,Compound,None,,,,4,3.2205 .. 3.1641,5.91,2700.589,,4,3.19,7.3739,26.02,3444.78,Compound,None,,,,4,3.2205 .. 3.1641,6.92,2103.3159,,4,3.19,6.711,25.96,3127.29,Compound,None,,,,4,3.2205 .. 3.1641,6.84,1911.9734
5,3.01,3.9142,30.85,2167.77,Compound,None,,,,5,3.0701 .. 2.9498,4.97,1755.7669,,5,3.01,4.7742,30.29,2596.55,Compound,None,,,,5,3.0701 .. 2.9498,4.92,2119.3352,,5,3.01,4.2695,30.65,2349.78,Compound,None,,,,5,3.0701 .. 2.9498,4.17,1908.6775,,5,3.01,3.43,30.87,1900.8,Compound,None,,,,5,3.0701 .. 2.9498,5.06,1537.754,,5,3.01,3.1373,30.85,1737.72,Compound,None,,,,5,3.0701 .. 2.9498,5.04,1408.7503
6,1.69,44.5946,4.12,3294.99,Compound,None,,,,6,1.7148 .. 1.6698,9.06,3196.5402,,6,1.69,55.4918,4.33,4315.53,Compound,None,,,,6,1.7148 .. 1.6698,9.85,4244.4432,,6,1.69,49.2381,4.24,3745.86,Compound,None,,,,6,1.7148 .. 1.6698,8.08,3693.4961,,6,1.69,38.9246,4.1,2862.9,Compound,None,,,,6,1.7148 .. 1.6698,9.09,2766.1445,,6,1.69,35.2925,4,2533.24,Compound,None,,,,6,1.7148 .. 1.6698,8.81,2462.809
7,0.84,11.5057,1.98,409.68,Compound,None,,,,7,0.8491 .. 0.8417,0.91,322.4109,,7,0.84,15.1641,2.04,554.39,Compound,None,,,,7,0.8491 .. 0.8417,1,429.7516,,7,0.84,13.1721,1.99,470.02,Compound,None,,,,7,0.8491 .. 0.8417,0.82,375.6119,,7,0.84,9.9102,2,356.05,Compound,None,,,,7,0.8491 .. 0.8417,0.91,277.3013,,7,0.84,8.7551,1.96,307.36,Compound,None,,,,7,0.8491 .. 0.8417,0.87,243.7083
conc (um),9.5625,time(s),1.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),13.5,time(s),1.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),11.25,time(s),1.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),8.128,time(s),1.75,irrad (t/f),FALSE,,,,,,,,,,conc (um),6.9,time(s),1.75,irrad (t/f),FALSE,,,,,,,,
,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute,,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,,Range,Normalized,Absolute
1,4.21,2.2636,26.57,1079.76,Compound,None,,,,1,4.3199 .. 4.1667,2.97,1099.7476,,1,4.21,3.1413,29.82,1681.89,Compound,None,,,,1,4.3199 .. 4.1667,3.08,1718.5032,,1,4.2,2.6595,14.26,680.95,Compound,None,,,,1,4.3199 .. 4.1667,3.29,1439.137,,1,4.21,1.995,1.66,59.54,Compound,None,,,,1,4.3199 .. 4.1667,2.98,966.3326,,1,4.21,1.7762,1.49,47.43,Compound,None,,,,1,4.3199 .. 4.1667,3.18,857.1736
2,4.13,2.0506,25.14,925.39,Compound,None,,,,2,4.1667 .. 4.0025,2.67,989.358,,2,4.13,2.9123,17.24,901.21,Compound,None,,,,2,4.1667 .. 4.0025,2.81,1569.2499,,2,4.13,2.4597,29.49,1302.35,Compound,None,,,,2,4.1667 .. 4.0025,2.94,1286.2032,,2,4.13,1.8176,11.37,371.17,Compound,None,,,,2,4.1667 .. 4.0025,2.68,868.605,,2,4.12,1.6404,23.78,700.23,Compound,None,,,,2,4.1667 .. 4.0025,2.99,804.4251
3,3.51,10.7187,27.24,5242.39,Compound,None,,,,3,3.5985 .. 3.4369,12.05,4457.5156,,3,3.51,13.848,28.02,6966.79,Compound,None,,,,3,3.5985 .. 3.4369,10.98,6120.9613,,3,3.51,12.2738,27.65,6092.77,Compound,None,,,,3,3.5985 .. 3.4369,12.09,5283.9032,,3,3.51,9.441,27.13,4598.39,Compound,None,,,,3,3.5985 .. 3.4369,11.86,3849.9867,,3,3.51,8.3377,27.06,4050.6,Compound,None,,,,3,3.5985 .. 3.4369,12.81,3450.8148
4,3.19,12.9291,27.91,6479.08,Compound,None,,,,4,3.2205 .. 3.1641,10.26,3794.8609,,4,3.19,16.4793,30.73,9092.77,Compound,None,,,,4,3.2205 .. 3.1641,8.93,4980.8123,,4,3.19,14.6306,28.84,7575.98,Compound,None,,,,4,3.2205 .. 3.1641,9.98,4359.727,,4,3.19,11.4426,27.3,5608.97,Compound,None,,,,4,3.2205 .. 3.1641,10.27,3332.7998,,4,3.19,10.1104,26.83,4869.91,Compound,None,,,,4,3.2205 .. 3.1641,10.87,2928.0893
5,3.01,5.5963,33.24,3340.11,Compound,None,,,,5,3.0701 .. 2.9498,7.24,2677.4718,,5,3.01,6.9617,34.17,4270.24,Compound,None,,,,5,3.0701 .. 2.9498,6.13,3421.4802,,5,3.01,6.2024,33.75,3757.88,Compound,None,,,,5,3.0701 .. 2.9498,6.87,3003.3544,,5,3.01,4.9904,33.18,2972.93,Compound,None,,,,5,3.0701 .. 2.9498,7.34,2381.5867,,5,3.01,4.4744,32.99,2650.45,Compound,None,,,,5,3.0701 .. 2.9498,7.87,2120.0169
6,1.69,66.5525,4.43,5292.47,Compound,None,,,,6,1.7148 .. 1.6698,13.82,5112.1764,,6,1.69,83.4994,4.69,7034,Compound,None,,,,6,1.7148 .. 1.6698,12.16,6783.2194,,6,1.69,75.5422,4.57,6191.83,Compound,None,,,,6,1.7148 .. 1.6698,13.82,6039.0474,,6,1.69,59.2679,4.39,4670.33,Compound,None,,,,6,1.7148 .. 1.6698,13.9,4510.667,,6,1.69,52.0757,4.24,3967.42,Compound,None,,,,6,1.7148 .. 1.6698,14.27,3845.6276
7,0.84,13.1448,2.01,475.49,Compound,None,,,,7,0.8491 .. 0.8417,1,370.8835,,7,0.85,17.5814,2.1,661.64,Compound,None,,,,7,0.8491 .. 0.8417,0.9,502.3494,,7,0.84,15.3608,1.99,547.89,Compound,None,,,,7,0.8491 .. 0.8417,1,437.5246,,7,0.84,11.3382,2.02,410.84,Compound,None,,,,7,0.8491 .. 0.8417,0.98,319.0433,,7,0.84,9.9089,1.95,346.87,Compound,None,,,,7,0.8491 .. 0.8417,1.02,274.4556
